Morus_unassigned_transcript_3334	HART063B_029764-R1
Morus_010162-R1	HART063B_029766-R1
Morus_010505-R1	HART063B_029770-R1
Morus_010260-R1	HART063B_029773-R1
Morus_012891-R1	HART063B_029778-R1
Morus_011145-R1	HART063B_029780-R1
Morus_021391-R1	HART063B_029782-R1
Morus_010116-R1	HART063B_029786-R1
Morus_010117-R1	HART063B_029787-R1
Morus_011136-R1	HART063B_029789-R1
Morus_011168-R1	HART063B_029794-R1
Morus_010465-R1	HART063B_029795-R1
Morus_011081-R1	HART063B_029800-R1
Morus_010197-R1	HART063B_029804-R1
Morus_010225-R1	HART063B_029805-R1
Morus_010442-R1	HART063B_029806-R1
Morus_000243-R1	HART063B_029807-R1
Morus_011238-R1	HART063B_029808-R1
Morus_unassigned_transcript_2866	HART063B_029810-R1
Morus_011050-R1	HART063B_029814-R1
Morus_011186-R1	HART063B_029816-R1
Morus_012827-R1	HART063B_029817-R1
Morus_010355-R1	HART063B_029819-R1
Morus_010951-R1	HART063B_029820-R1
Morus_010296-R1	HART063B_029821-R1
Morus_011260-R1	HART063B_029823-R1
Morus_010532-R1	HART063B_029824-R1
Morus_010556-R1	HART063B_029826-R1
Morus_009956-R1	HART063B_029827-R1
Morus_011277-R1	HART063B_029829-R1
Morus_019921-R1	HART063B_029831-R1
Morus_009903-R1	HART063B_029835-R1
Morus_010507-R1	HART063B_029837-R1
Morus_011008-R1	HART063B_029838-R1
Morus_010308-R1	HART063B_029839-R1
Morus_010395-R1	HART063B_029840-R1
Morus_011213-R1	HART063B_029841-R1
Morus_011100-R1	HART063B_029842-R1
Morus_010934-R1	HART063B_029843-R1
Morus_016603-R1	HART063B_029846-R1
Morus_011189-R1	HART063B_029847-R1
Morus_010510-R1	HART063B_029848-R2
Morus_010595-R1	HART063B_029849-R1
Morus_010149-R2	HART063B_029850-R1
Morus_010220-R3	HART063B_029851-R1
Morus_010017-R1	HART063B_029852-R1
Morus_010548-R1	HART063B_029855-R1
Morus_011121-R1	HART063B_029856-R1
Morus_010485-R1	HART063B_029858-R1
Morus_009915-R1	HART063B_029859-R1
Morus_009917-R1	HART063B_029860-R1
Morus_011125-R1	HART063B_029861-R1
Morus_011126-R1	HART063B_029862-R1
Morus_019725-R1	HART063B_029865-R1
Morus_010191-R1	HART063B_029866-R1
Morus_010001-R1	HART063B_029867-R1
Morus_010646-R1	HART063B_029869-R1
Morus_010945-R1	HART063B_029871-R1
Morus_010740-R1	HART063B_029875-R1
Morus_010741-R1	HART063B_029876-R1
Morus_010038-R1	HART063B_029878-R1
Morus_009997-R1	HART063B_029880-R1
Morus_013481-R1	HART063B_029881-R1
Morus_010383-R1	HART063B_029882-R1
Morus_010596-R1	HART063B_029883-R3
Morus_010476-R1	HART063B_029885-R1
Morus_010263-R1	HART063B_029886-R1
Morus_000045-R1	HART063B_029887-R1
Morus_011048-R1	HART063B_029888-R1
Morus_010340-R2	HART063B_029889-R1
Morus_011288-R1	HART063B_029891-R1
Morus_010453-R1	HART063B_029894-R1
Morus_009928-R1	HART063B_029895-R1
Morus_011281-R1	HART063B_029896-R1
Morus_unassigned_transcript_3024	HART063B_029901-R1
Morus_010180-R1	HART063B_029903-R1
Morus_010394-R1	HART063B_029906-R1
Morus_000252-R1	HART063B_029909-R1
Morus_010466-R1	HART063B_029911-R1
Morus_021279-R1	HART063B_029915-R1
Morus_011052-R1	HART063B_029917-R1
Morus_010412-R1	HART063B_029918-R1
Morus_010362-R1	HART063B_029919-R1
Morus_011015-R1	HART063B_029920-R1
Morus_011207-R1	HART063B_029923-R1
Morus_009919-R1	HART063B_029927-R1
Morus_010080-R1	HART063B_029929-R1
Morus_011187-R1	HART063B_029933-R1
Morus_011438-R1	HART063B_029936-R1
Morus_012000-R4	HART063B_029937-R1
Morus_011999-R1	HART063B_029940-R1
Morus_011788-R1	HART063B_029941-R1
Morus_011477-R1	HART063B_029944-R1
Morus_012550-R1	HART063B_029945-R1
Morus_011527-R1	HART063B_029946-R1
Morus_012491-R1	HART063B_029947-R1
Morus_012086-R1	HART063B_029948-R1
Morus_011697-R2	HART063B_029949-R1
Morus_017749-R1	HART063B_029952-R1
Morus_011702-R1	HART063B_029953-R1
Morus_012678-R1	HART063B_029954-R1
Morus_011541-R1	HART063B_029955-R1
Morus_011542-R1	HART063B_029956-R1
Morus_011569-R1	HART063B_029957-R1
Morus_unassigned_transcript_3538	HART063B_029960-R1
Morus_012568-R1	HART063B_029962-R1
Morus_012604-R1	HART063B_029966-R1
Morus_012018-R1	HART063B_029968-R1
Morus_012011-R1	HART063B_029969-R1
Morus_011506-R1	HART063B_029971-R1
Morus_011900-R1	HART063B_029972-R1
Morus_012780-R1	HART063B_029974-R2
Morus_012428-R1	HART063B_029975-R1
Morus_017762-R1	HART063B_029976-R1
Morus_unassigned_transcript_3331	HART063B_029977-R1
Morus_012358-R1	HART063B_029981-R1
Morus_011389-R1	HART063B_029982-R1
Morus_011552-R1	HART063B_029983-R1
Morus_012532-R1	HART063B_029984-R1
Morus_017016-R1	HART063B_029985-R1
Morus_011782-R1	HART063B_029986-R1
Morus_021459-R1	HART063B_029987-R1
Morus_011595-R1	HART063B_029988-R1
Morus_011355-R1	HART063B_029989-R1
Morus_011356-R1	HART063B_029990-R1
Morus_012607-R1	HART063B_029991-R1
Morus_011741-R1	HART063B_029992-R1
Morus_012805-R1	HART063B_029994-R1
Morus_011452-R1	HART063B_029995-R1
Morus_017024-R1	HART063B_029996-R1
Morus_012012-R1	HART063B_029997-R1
Morus_unassigned_transcript_3254	HART063B_029998-R1
Morus_012509-R1	HART063B_029999-R1
Morus_011400-R1	HART063B_030002-R1
Morus_012687-R1	HART063B_030008-R1
Morus_011805-R1	HART063B_030009-R1
Morus_011564-R1	HART063B_030011-R1
Morus_012544-R1	HART063B_030013-R1
Morus_012406-R1	HART063B_030014-R1
Morus_016547-R1	HART063B_030015-R1
Morus_012497-R1	HART063B_030016-R1
Morus_011381-R1	HART063B_030017-R1
Morus_011412-R1	HART063B_030018-R1
Morus_011744-R1	HART063B_030019-R1
Morus_011447-R1	HART063B_030020-R1
Morus_011729-R1	HART063B_030021-R1
Morus_012508-R1	HART063B_030023-R2
Morus_012443-R1	HART063B_030024-R1
Morus_011615-R1	HART063B_030026-R1
Morus_012357-R1	HART063B_030030-R1
Morus_012752-R1	HART063B_030033-R1
Morus_011994-R1	HART063B_030034-R1
Morus_000053-R1	HART063B_030039-R1
Morus_011885-R1	HART063B_030040-R1
Morus_012026-R1	HART063B_030041-R1
Morus_unassigned_transcript_3307	HART063B_030042-R1
Morus_011800-R1	HART063B_030044-R1
Morus_011380-R1	HART063B_030045-R1
Morus_011369-R1	HART063B_030047-R1
Morus_011312-R1	HART063B_030051-R1
Morus_012618-R1	HART063B_030053-R1
Morus_012616-R1	HART063B_030054-R1
Morus_011433-R1	HART063B_030055-R2
Morus_000189-R1	HART063B_030056-R1
Morus_unassigned_transcript_1503	HART063B_030059-R1
Morus_010245-R1	HART063B_030060-R1
Morus_011993-R2	HART063B_030064-R2
Morus_012426-R1	HART063B_030065-R1
Morus_012067-R1	HART063B_030066-R1
Morus_012770-R1	HART063B_030068-R1
Morus_011929-R1	HART063B_030069-R1
Morus_012124-R1	HART063B_030070-R1
Morus_011416-R1	HART063B_030071-R1
Morus_011573-R1	HART063B_030072-R1
Morus_unassigned_transcript_3003	HART063B_030073-R1
Morus_012399-R1	HART063B_030074-R1
Morus_012081-R1	HART063B_030076-R1
Morus_011879-R1	HART063B_030077-R1
Morus_011812-R1	HART063B_030079-R2
Morus_012033-R1	HART063B_030080-R1
Morus_012050-R1	HART063B_030081-R1
Morus_011358-R1	HART063B_030086-R1
Morus_012387-R1	HART063B_030089-R1
Morus_011465-R1	HART063B_030091-R1
Morus_012731-R1	HART063B_030092-R1
Morus_012082-R1	HART063B_030093-R1
Morus_012727-R2	HART063B_030100-R1
Morus_012396-R3	HART063B_030101-R2
Morus_011379-R1	HART063B_030102-R1
Morus_012510-R1	HART063B_030103-R1
Morus_011302-R1	HART063B_030105-R1
Morus_012589-R1	HART063B_030106-R1
Morus_012099-R1	HART063B_030107-R1
Morus_012709-R1	HART063B_030109-R1
Morus_012592-R1	HART063B_030110-R1
Morus_011332-R1	HART063B_030111-R1
Morus_011551-R2	HART063B_030113-R1
Morus_012658-R1	HART063B_030115-R1
Morus_012092-R1	HART063B_030117-R1
Morus_012789-R1	HART063B_030118-R1
Morus_011859-R1	HART063B_030119-R1
Morus_012109-R1	HART063B_030121-R1
Morus_012457-R1	HART063B_030122-R1
Morus_012776-R1	HART063B_030123-R1
Morus_012458-R1	HART063B_030127-R1
Morus_012502-R1	HART063B_030128-R1
Morus_012125-R1	HART063B_030130-R1
Morus_012355-R1	HART063B_030131-R1
Morus_012528-R1	HART063B_030136-R1
Morus_012110-R1	HART063B_030137-R1
Morus_012072-R1	HART063B_030139-R1
Morus_012126-R1	HART063B_030141-R1
Morus_012427-R1	HART063B_030142-R1
Morus_018865-R1	HART063B_030144-R1
Morus_011693-R1	HART063B_030145-R1
Morus_014761-R1	HART063B_030149-R1
Morus_012258-R1	HART063B_030152-R1
Morus_012429-R1	HART063B_030153-R1
Morus_020149-R1	HART063B_030154-R1
Morus_012480-R1	HART063B_030160-R1
Morus_011970-R1	HART063B_030163-R1
Morus_011462-R2	HART063B_030164-R1
Morus_017835-R1	HART063B_030166-R1
Morus_012710-R1	HART063B_030168-R1
Morus_011466-R1	HART063B_030169-R1
Morus_012756-R1	HART063B_030170-R1
Morus_011444-R1	HART063B_030171-R1
Morus_011827-R1	HART063B_030172-R3
Morus_012515-R1	HART063B_030173-R1
Morus_011301-R1	HART063B_030176-R1
Morus_012179-R1	HART063B_030178-R1
Morus_012391-R1	HART063B_030179-R1
Morus_011602-R2	HART063B_030184-R3
Morus_012693-R1	HART063B_030185-R1
Morus_012692-R1	HART063B_030186-R1
Morus_011863-R1	HART063B_030188-R1
Morus_unassigned_transcript_3324	HART063B_030189-R1
Morus_012122-R1	HART063B_030190-R1
Morus_011470-R1	HART063B_030191-R1
Morus_011956-R1	HART063B_030192-R1
Morus_012359-R1	HART063B_030195-R1
Morus_012632-R1	HART063B_030196-R1
Morus_011762-R1	HART063B_030197-R1
Morus_012114-R1	HART063B_030198-R1
Morus_012619-R1	HART063B_030199-R2
Morus_011840-R1	HART063B_030200-R1
Morus_012040-R1	HART063B_030203-R1
Morus_011977-R1	HART063B_030204-R1
Morus_011842-R1	HART063B_030205-R2
Morus_012642-R1	HART063B_030206-R1
Morus_012624-R1	HART063B_030207-R1
Morus_011559-R1	HART063B_030208-R1
Morus_011529-R1	HART063B_030209-R1
Morus_011310-R2	HART063B_030210-R1
Morus_012496-R1	HART063B_030211-R1
Morus_011907-R1	HART063B_030212-R1
Morus_012516-R1	HART063B_030213-R1
Morus_000194-R1	HART063B_030214-R1
Morus_012682-R1	HART063B_030215-R2
Morus_012068-R1	HART063B_030216-R1
Morus_011924-R1	HART063B_030218-R1
Morus_012023-R1	HART063B_030219-R1
Morus_012024-R1	HART063B_030220-R3
Morus_011794-R1	HART063B_030221-R1
Morus_012080-R1	HART063B_030223-R1
Morus_011428-R1	HART063B_030225-R1
Morus_012640-R1	HART063B_030226-R1
Morus_011740-R1	HART063B_030228-R1
Morus_011751-R1	HART063B_030229-R1
Morus_012540-R1	HART063B_030231-R1
Morus_012541-R1	HART063B_030232-R1
Morus_012593-R1	HART063B_030233-R1
Morus_011933-R1	HART063B_030235-R1
Morus_012140-R1	HART063B_030237-R1
Morus_012471-R1	HART063B_030240-R1
Morus_012575-R1	HART063B_030243-R1
Morus_000241-R1	HART063B_030251-R1
Morus_unassigned_transcript_3484	HART063B_030252-R1
Morus_012288-R1	HART063B_030259-R1
Morus_000067-R3	HART063B_030260-R1
Morus_012431-R1	HART063B_030265-R1
Morus_012284-R1	HART063B_030267-R1
Morus_020062-R1	HART063B_030278-R1
Morus_012262-R1	HART063B_030280-R1
Morus_012247-R1	HART063B_030284-R1
Morus_012230-R1	HART063B_030296-R1
Morus_011490-R1	HART063B_030299-R1
Morus_012219-R1	HART063B_030301-R1
Morus_020644-R1	HART063B_030305-R1
Morus_011825-R1	HART063B_030308-R1
Morus_012212-R1	HART063B_030309-R1
Morus_012390-R1	HART063B_030310-R1
Morus_011338-R1	HART063B_030313-R1
Morus_012203-R1	HART063B_030314-R1
Morus_000146-R1	HART063B_030316-R1
Morus_012572-R1	HART063B_030323-R1
Morus_011830-R1	HART063B_030328-R1
Morus_012639-R1	HART063B_030339-R1
Morus_011395-R1	HART063B_030340-R1
Morus_012701-R1	HART063B_030342-R1
Morus_011543-R1	HART063B_030343-R1
Morus_012173-R1	HART063B_030344-R1
Morus_011334-R1	HART063B_030345-R1
Morus_012463-R1	HART063B_030346-R1
Morus_012533-R1	HART063B_030351-R1
Morus_012157-R1	HART063B_030357-R1
Morus_011685-R1	HART063B_030365-R1
Morus_000249-R1	HART063B_030367-R1
Morus_unassigned_transcript_3253	HART063B_030370-R1
Morus_011673-R1	HART063B_030375-R1
Morus_021188-R1	HART063B_030378-R1
Morus_011655-R1	HART063B_030381-R1
Morus_012760-R1	HART063B_030386-R1
Morus_012610-R1	HART063B_030387-R1
Morus_011647-R1	HART063B_030391-R1
Morus_012123-R1	HART063B_030392-R1
Morus_011633-R1	HART063B_030404-R1
Morus_011631-R1	HART063B_030410-R1
Morus_011772-R1	HART063B_030415-R1
Morus_012785-R1	HART063B_030418-R1
Morus_011349-R1	HART063B_030419-R1
Morus_011350-R1	HART063B_030420-R1
Morus_012030-R1	HART063B_030421-R1
Morus_011568-R1	HART063B_030422-R1
Morus_011847-R1	HART063B_030423-R1
Morus_012129-R1	HART063B_030424-R1
Morus_011698-R1	HART063B_030425-R1
Morus_011695-R1	HART063B_030426-R1
Morus_011402-R1	HART063B_030428-R1
Morus_011720-R1	HART063B_030429-R1
Morus_012087-R1	HART063B_030431-R1
Morus_012009-R1	HART063B_030432-R1
Morus_011383-R2	HART063B_030433-R2
Morus_012500-R3	HART063B_030435-R2
Morus_014688-R2	HART063B_030436-R2
Morus_011791-R1	HART063B_030437-R1
Morus_012300-R1	HART063B_030439-R1
Morus_012130-R1	HART063B_030440-R1
Morus_012599-R1	HART063B_030442-R1
Morus_011771-R2	HART063B_030444-R1
Morus_021411-R1	HART063B_030445-R1
Morus_012659-R1	HART063B_030446-R1
Morus_011520-R1	HART063B_030448-R2
Morus_011701-R1	HART063B_030450-R1
Morus_011451-R1	HART063B_030451-R1
Morus_011401-R1	HART063B_030452-R1
Morus_015223-R2	HART063B_030453-R2
Morus_011764-R1	HART063B_030455-R1
Morus_012380-R1	HART063B_030457-R1
Morus_011739-R1	HART063B_030458-R1
Morus_012449-R1	HART063B_030459-R1
Morus_011987-R1	HART063B_030460-R1
Morus_011821-R1	HART063B_030461-R1
Morus_011822-R1	HART063B_030462-R1
Morus_012035-R1	HART063B_030463-R1
Morus_011492-R1	HART063B_030464-R4
Morus_011584-R1	HART063B_030465-R1
Morus_011749-R1	HART063B_030466-R1
Morus_012645-R1	HART063B_030467-R1
Morus_011912-R1	HART063B_030468-R1
Morus_011904-R1	HART063B_030469-R1
Morus_011324-R1	HART063B_030470-R1
Morus_012768-R1	HART063B_030472-R1
Morus_012769-R1	HART063B_030473-R1
Morus_011566-R1	HART063B_030475-R1
Morus_011585-R1	HART063B_030476-R1
Morus_012407-R1	HART063B_030478-R1
Morus_020045-R1	HART063B_030480-R1
Morus_011815-R1	HART063B_030481-R1
Morus_011754-R1	HART063B_030482-R1
Morus_011454-R1	HART063B_030483-R1
Morus_012723-R1	HART063B_030484-R1
Morus_012808-R1	HART063B_030487-R1
Morus_012456-R1	HART063B_030490-R1
Morus_011959-R1	HART063B_030491-R1
Morus_012430-R2	HART063B_030492-R1
Morus_011913-R1	HART063B_030493-R1
Morus_011756-R1	HART063B_030494-R1
Morus_011576-R1	HART063B_030495-R1
Morus_012044-R1	HART063B_030496-R1
Morus_unassigned_transcript_3469	HART063B_030497-R1
Morus_012807-R1	HART063B_030500-R1
Morus_012478-R1	HART063B_030503-R1
Morus_011307-R1	HART063B_030504-R1
Morus_012368-R1	HART063B_030505-R1
Morus_011731-R1	HART063B_030507-R1
Morus_011572-R1	HART063B_030509-R1
Morus_014625-R2	HART063B_030510-R2
Morus_011571-R1	HART063B_030511-R2
Morus_011403-R1	HART063B_030512-R1
Morus_011461-R1	HART063B_030513-R1
Morus_012397-R1	HART063B_030514-R1
Morus_012688-R1	HART063B_030515-R1
Morus_011322-R1	HART063B_030516-R1
Morus_011331-R1	HART063B_030517-R1
Morus_011745-R1	HART063B_030518-R1
Morus_011818-R1	HART063B_030519-R1
Morus_011406-R1	HART063B_030521-R1
Morus_011512-R1	HART063B_030524-R1
Morus_012404-R1	HART063B_030525-R1
Morus_012029-R1	HART063B_030526-R1
Morus_012021-R1	HART063B_030530-R1
Morus_012020-R1	HART063B_030531-R1
Morus_011793-R1	HART063B_030534-R1
Morus_012635-R1	HART063B_030535-R1
Morus_012414-R1	HART063B_030536-R1
Morus_011870-R1	HART063B_030537-R1
Morus_012432-R1	HART063B_030540-R1
Morus_012160-R1	HART063B_030542-R1
Morus_012402-R1	HART063B_030543-R1
Morus_012790-R1	HART063B_030545-R1
Morus_011510-R1	HART063B_030547-R1
Morus_011950-R1	HART063B_030548-R1
Morus_011586-R1	HART063B_030550-R1
Morus_011515-R1	HART063B_030551-R1
Morus_021312-R1	HART063B_030552-R1
Morus_012771-R1	HART063B_030553-R1
Morus_000016-R1	HART063B_030559-R1
Morus_012452-R1	HART063B_030560-R1
Morus_011328-R1	HART063B_030561-R1
Morus_011440-R1	HART063B_030562-R1
Morus_011318-R1	HART063B_030564-R1
Morus_011589-R1	HART063B_030565-R1
Morus_011792-R1	HART063B_030571-R1
Morus_011560-R1	HART063B_030572-R1
Morus_011829-R1	HART063B_030573-R1
Morus_011828-R1	HART063B_030574-R1
Morus_011417-R1	HART063B_030576-R1
Morus_011715-R1	HART063B_030577-R1
Morus_019427-R1	HART063B_030578-R1
Morus_011703-R1	HART063B_030579-R2
Morus_011942-R1	HART063B_030580-R1
Morus_011421-R6	HART063B_030582-R3
Morus_011789-R1	HART063B_030583-R1
Morus_011727-R1	HART063B_030584-R1
Morus_012795-R1	HART063B_030587-R1
Morus_011972-R1	HART063B_030588-R1
Morus_011878-R1	HART063B_030589-R1
Morus_012422-R1	HART063B_030590-R1
Morus_011618-R1	HART063B_030592-R1
Morus_000131-R1	HART063B_030594-R1
Morus_011364-R1	HART063B_030595-R1
Morus_012627-R1	HART063B_030596-R1
Morus_011872-R1	HART063B_030599-R1
Morus_011882-R1	HART063B_030602-R3
Morus_012005-R4	HART063B_030603-R1
Morus_021324-R1	HART063B_030604-R2
Morus_012074-R1	HART063B_030605-R1
Morus_012075-R1	HART063B_030607-R1
Morus_012134-R1	HART063B_030608-R1
Morus_012413-R1	HART063B_030609-R1
Morus_011896-R1	HART063B_030610-R2
Morus_012536-R1	HART063B_030612-R1
Morus_011760-R1	HART063B_030613-R1
Morus_016992-R2	HART063B_030615-R1
Morus_011858-R1	HART063B_030616-R1
Morus_012671-R1	HART063B_030617-R1
Morus_011806-R1	HART063B_030618-R1
Morus_011548-R1	HART063B_030619-R2
Morus_012724-R1	HART063B_030621-R1
Morus_012425-R1	HART063B_030622-R6
Morus_017479-R1	HART063B_030623-R1
Morus_011857-R1	HART063B_030624-R1
Morus_011537-R1	HART063B_030626-R1
Morus_011642-R1	HART063B_030627-R1
Morus_011419-R1	HART063B_030628-R1
Morus_011431-R1	HART063B_030629-R1
Morus_011337-R1	HART063B_030630-R1
Morus_011798-R1	HART063B_030631-R1
Morus_011742-R1	HART063B_030633-R1
Morus_012637-R1	HART063B_030635-R2
Morus_012519-R1	HART063B_030636-R1
Morus_006400-R1	HART063B_030637-R1
Morus_012076-R1	HART063B_030638-R1
Morus_011936-R1	HART063B_030639-R1
Morus_011503-R1	HART063B_030642-R1
Morus_011562-R1	HART063B_030644-R1
Morus_011874-R1	HART063B_030646-R1
Morus_011724-R1	HART063B_030647-R1
Morus_011889-R1	HART063B_030648-R1
Morus_011820-R1	HART063B_030649-R1
Morus_011386-R1	HART063B_030650-R1
Morus_011385-R1	HART063B_030651-R2
Morus_011382-R1	HART063B_030652-R1
Morus_011835-R1	HART063B_030654-R1
Morus_011592-R1	HART063B_030655-R1
Morus_011841-R1	HART063B_030658-R2
Morus_012786-R3	HART063B_030659-R3
Morus_012499-R1	HART063B_030662-R1
Morus_011522-R1	HART063B_030664-R1
Morus_011921-R1	HART063B_030665-R1
Morus_011346-R1	HART063B_030667-R1
Morus_012663-R1	HART063B_030668-R1
Morus_015500-R1	HART063B_030669-R1
Morus_012042-R2	HART063B_030670-R1
Morus_012043-R1	HART063B_030671-R1
Morus_012772-R1	HART063B_030672-R1
Morus_011853-R1	HART063B_030673-R1
Morus_012073-R1	HART063B_030675-R1
Morus_011603-R1	HART063B_030676-R1
Morus_011474-R1	HART063B_030677-R1
Morus_011766-R1	HART063B_030678-R1
Morus_012070-R1	HART063B_030679-R1
Morus_012071-R1	HART063B_030680-R2
Morus_010354-R1	HART063B_030681-R1
Morus_011528-R1	HART063B_030682-R1
Morus_011814-R1	HART063B_030683-R1
Morus_012576-R1	HART063B_030688-R1
Morus_015115-R1	HART063B_030689-R1
Morus_011796-R1	HART063B_030690-R1
Morus_011453-R1	HART063B_030691-R2
Morus_011946-R1	HART063B_030696-R1
Morus_012460-R1	HART063B_030698-R1
Morus_012001-R1	HART063B_030700-R1
Morus_012143-R1	HART063B_030701-R1
Morus_012419-R1	HART063B_030702-R1
Morus_020262-R1	HART063B_030704-R1
Morus_011767-R1	HART063B_030713-R1
Morus_011596-R1	HART063B_030714-R2
Morus_016940-R1	HART063B_030715-R1
Morus_012608-R1	HART063B_030717-R1
Morus_011540-R1	HART063B_030719-R1
Morus_011333-R1	HART063B_030720-R1
Morus_011575-R1	HART063B_030722-R1
Morus_011519-R1	HART063B_030723-R1
Morus_011908-R1	HART063B_030725-R1
Morus_011733-R1	HART063B_030726-R1
Morus_012631-R1	HART063B_030727-R1
Morus_011429-R1	HART063B_030728-R1
Morus_011728-R1	HART063B_030729-R2
Morus_011532-R1	HART063B_030730-R1
Morus_011533-R1	HART063B_030731-R1
Morus_011320-R1	HART063B_030732-R1
Morus_011468-R1	HART063B_030733-R1
Morus_011752-R1	HART063B_030734-R1
Morus_011931-R1	HART063B_030735-R1
Morus_011580-R1	HART063B_030738-R1
Morus_021427-R1	HART063B_030739-R1
Morus_012088-R1	HART063B_030740-R1
Morus_012279-R1	HART063B_030741-R1
Morus_011725-R1	HART063B_030742-R1
Morus_011368-R1	HART063B_030743-R2
Morus_012388-R2	HART063B_030744-R2
Morus_017237-R1	HART063B_030745-R1
Morus_unassigned_transcript_607	HART063B_030751-R1
Morus_021216-R1	HART063B_030752-R1
Morus_011481-R1	HART063B_030753-R1
Morus_011750-R1	HART063B_030755-R1
Morus_011558-R1	HART063B_030756-R1
Morus_012132-R1	HART063B_030757-R1
Morus_021424-R1	HART063B_030760-R1
Morus_011837-R1	HART063B_030761-R1
Morus_012371-R1	HART063B_030762-R1
Morus_011775-R1	HART063B_030763-R1
Morus_011526-R1	HART063B_030764-R1
Morus_012504-R1	HART063B_030765-R1
Morus_011718-R1	HART063B_030766-R1
Morus_011717-R1	HART063B_030767-R1
Morus_017270-R1	HART063B_030769-R1
Morus_012530-R1	HART063B_030770-R1
Morus_011773-R1	HART063B_030771-R1
Morus_011354-R1	HART063B_030772-R1
Morus_012028-R1	HART063B_030773-R1
Morus_011577-R1	HART063B_030774-R1
Morus_011351-R1	HART063B_030776-R1
Morus_011550-R1	HART063B_030777-R1
Morus_011574-R1	HART063B_030778-R1
Morus_011923-R1	HART063B_030779-R2
Morus_012778-R1	HART063B_030780-R1
Morus_012398-R1	HART063B_030782-R1
Morus_012392-R1	HART063B_030786-R1
Morus_012588-R1	HART063B_030787-R1
Morus_012448-R1	HART063B_030788-R1
Morus_012606-R1	HART063B_030789-R1
Morus_012409-R1	HART063B_030792-R1
Morus_unassigned_transcript_3301	HART063B_030793-R2
Morus_011759-R1	HART063B_030795-R1
Morus_012096-R1	HART063B_030796-R1
Morus_012737-R1	HART063B_030799-R1
Morus_012695-R1	HART063B_030803-R1
Morus_012600-R1	HART063B_030804-R1
Morus_011652-R1	HART063B_030805-R1
Morus_012743-R1	HART063B_030807-R1
Morus_012105-R1	HART063B_030809-R1
Morus_011488-R1	HART063B_030810-R1
Morus_011925-R1	HART063B_030811-R1
Morus_011410-R1	HART063B_030813-R1
Morus_012792-R1	HART063B_030814-R1
Morus_011475-R1	HART063B_030815-R1
Morus_014657-R1	HART063B_030816-R1
Morus_012798-R1	HART063B_030817-R1
Morus_011991-R1	HART063B_030818-R1
Morus_012514-R1	HART063B_030819-R1
Morus_013518-R1	HART063B_030823-R1
Morus_012779-R1	HART063B_030827-R1
Morus_011347-R1	HART063B_030829-R1
Morus_012595-R1	HART063B_030831-R1
Morus_012539-R1	HART063B_030832-R1
Morus_013532-R1	HART063B_030833-R1
Morus_012517-R2	HART063B_030834-R1
Morus_012003-R1	HART063B_030835-R1
Morus_011567-R1	HART063B_030836-R1
Morus_012375-R2	HART063B_030837-R4
Morus_011458-R1	HART063B_030838-R1
Morus_011553-R1	HART063B_030839-R1
Morus_021330-R1	HART063B_030840-R1
Morus_011600-R1	HART063B_030841-R1
