Morus_000003-R1	Bato_000003-R1	ArtoA_013067-R1	ArtoB_020652-R1
Morus_011233-R1	Bato_011233-R1	ArtoA_unassigned_transcript_893	ArtoB_unassigned_transcript_546
Morus_011235-R1	Bato_011235-R1	ArtoA_028132-R1	ArtoB_unassigned_transcript_5826
Morus_011238-R1	Bato_011238-R1	ArtoA_027694-R1	ArtoB_029808-R1
Morus_011239-R1	Bato_011239-R1	ArtoA_unassigned_transcript_148	ArtoB_022601-R1
Morus_011246-R1	Bato_011246-R1	ArtoA_027820-R1	ArtoB_029542-R1
Morus_011250-R1	Bato_011250-R1	ArtoA_027846-R1	ArtoB_029490-R1
Morus_011256-R1	Bato_011256-R1	ArtoA_028251-R1	ArtoB_029573-R1
Morus_011257-R1	Bato_011257-R1	ArtoA_028252-R1	ArtoB_029575-R4
Morus_011259-R1	Bato_011259-R1	ArtoA_028174-R1	ArtoB_unassigned_transcript_5857
Morus_011260-R1	Bato_011260-R1	ArtoA_028226-R1	ArtoB_029823-R1
Morus_011264-R1	Bato_011264-R1	ArtoA_028483-R1	ArtoB_029068-R1
Morus_011268-R1	Bato_011268-R1	ArtoA_027817-R1	ArtoB_029175-R1
Morus_011272-R1	Bato_011272-R1	ArtoA_028087-R1	ArtoB_unassigned_transcript_5909
Morus_011277-R1	Bato_011277-R1	ArtoA_028711-R1	ArtoB_029829-R1
Morus_011281-R1	Bato_011281-R1	ArtoA_028414-R1	ArtoB_029896-R1
Morus_011282-R1	Bato_011282-R1	ArtoA_017527-R1	ArtoB_029417-R1
Morus_011284-R1	Bato_011284-R1	ArtoA_027703-R1	ArtoB_029040-R1
Morus_011291-R1	Bato_011291-R1	ArtoA_028133-R1	ArtoB_029029-R1
Morus_011293-R1	Bato_011293-R1	ArtoA_028292-R1	ArtoB_029744-R1
Morus_011294-R1	Bato_011294-R1	ArtoA_028293-R1	ArtoB_029745-R1
Morus_011296-R1	Bato_011296-R1	ArtoA_027824-R1	ArtoB_029058-R1
Morus_011299-R1	Bato_011299-R1	ArtoA_028586-R1	ArtoB_029086-R1
Morus_011301-R1	Bato_011301-R1	ArtoA_032041-R1	ArtoB_030176-R1
Morus_011305-R1	Bato_011305-R1	ArtoA_031796-R1	ArtoB_030929-R1
Morus_011307-R1	Bato_011307-R1	ArtoA_031808-R1	ArtoB_030504-R1
Morus_011310-R2	Bato_011310-R2	ArtoA_031602-R1	ArtoB_030210-R1
Morus_011311-R1	Bato_011311-R1	ArtoA_unassigned_transcript_6480	ArtoB_030181-R1
Morus_011312-R1	Bato_011312-R1	ArtoA_031814-R1	ArtoB_030051-R1
Morus_011316-R1	Bato_011316-R1	ArtoA_031919-R1	ArtoB_unassigned_transcript_6235
Morus_011318-R1	Bato_011318-R1	ArtoA_unassigned_transcript_6367	ArtoB_030564-R1
Morus_011320-R1	Bato_011320-R1	ArtoA_031254-R1	ArtoB_030732-R1
Morus_011323-R1	Bato_011323-R1	ArtoA_031354-R1	ArtoB_unassigned_transcript_6283
Morus_011331-R1	Bato_011331-R1	ArtoA_031425-R1	ArtoB_030517-R1
Morus_011332-R1	Bato_011332-R1	ArtoA_031455-R1	ArtoB_030111-R1
Morus_011333-R1	Bato_011333-R1	ArtoA_031970-R1	ArtoB_030720-R1
Morus_011337-R1	Bato_011337-R1	ArtoA_031858-R1	ArtoB_030630-R1
Morus_011338-R1	Bato_011338-R1	ArtoA_unassigned_transcript_6461	ArtoB_030313-R1
Morus_011343-R1	Bato_011342-R1	ArtoA_031136-R1	ArtoB_unassigned_transcript_6177
Morus_011346-R1	Bato_011346-R1	ArtoA_unassigned_transcript_6475	ArtoB_030667-R1
Morus_011347-R1	Bato_011347-R1	ArtoA_031714-R1	ArtoB_030829-R1
Morus_011349-R1	Bato_011349-R1	ArtoA_031070-R1	ArtoB_030419-R1
Morus_011350-R1	Bato_011350-R1	ArtoA_031071-R1	ArtoB_030420-R1
Morus_011351-R1	Bato_011351-R1	ArtoA_032215-R1	ArtoB_030776-R1
Morus_011354-R1	Bato_011354-R1	ArtoA_031731-R1	ArtoB_030772-R1
Morus_011355-R1	Bato_011355-R1	ArtoA_031096-R1	ArtoB_029989-R1
Morus_011356-R1	Bato_011356-R1	ArtoA_031097-R1	ArtoB_029990-R1
Morus_011358-R1	Bato_011358-R1	ArtoA_031456-R1	ArtoB_030086-R1
Morus_011364-R1	Bato_011364-R1	ArtoA_031403-R1	ArtoB_030595-R1
Morus_011367-R1	Bato_011367-R1	ArtoA_unassigned_transcript_6535	ArtoB_031045-R1
Morus_011368-R1	Bato_011368-R1	ArtoA_032011-R1	ArtoB_030743-R2
Morus_011369-R1	Bato_011369-R1	ArtoA_011847-R1	ArtoB_030047-R1
Morus_011371-R1	Bato_011371-R1	ArtoA_011849-R1	ArtoB_000249-R1
Morus_011372-R1	Bato_011372-R1	ArtoA_031990-R1	ArtoB_unassigned_transcript_6163
Morus_011376-R1	Bato_011376-R1	ArtoA_031105-R1	ArtoB_030950-R1
Morus_011377-R1	Bato_011377-R1	ArtoA_031503-R1	ArtoB_031031-R1
Morus_011379-R1	Bato_011379-R1	ArtoA_032216-R1	ArtoB_030102-R1
Morus_011381-R1	Bato_011381-R1	ArtoA_031164-R1	ArtoB_030017-R1
Morus_011382-R1	Bato_011382-R1	ArtoA_031251-R1	ArtoB_030652-R1
Morus_011383-R2	Bato_011383-R2	ArtoA_031310-R2	ArtoB_030433-R2
Morus_011386-R1	Bato_011386-R1	ArtoA_031765-R1	ArtoB_030650-R1
Morus_011389-R1	Bato_011389-R1	ArtoA_031384-R2	ArtoB_029982-R1
Morus_011393-R1	Bato_011393-R1	ArtoA_031854-R1	ArtoB_019489-R3
Morus_011398-R1	Bato_unassigned_transcript_3361	ArtoA_018415-R1	ArtoB_030996-R1
Morus_011400-R1	Bato_011400-R1	ArtoA_031495-R1	ArtoB_030002-R1
Morus_011402-R1	Bato_011402-R1	ArtoA_031779-R1	ArtoB_030428-R1
Morus_011403-R1	Bato_011403-R1	ArtoA_031286-R1	ArtoB_030512-R1
Morus_011406-R1	Bato_011406-R1	ArtoA_031589-R1	ArtoB_030521-R1
Morus_011411-R1	Bato_011411-R1	ArtoA_031974-R2	ArtoB_030869-R1
Morus_011412-R1	Bato_011412-R1	ArtoA_031833-R1	ArtoB_030018-R1
Morus_011416-R1	Bato_011416-R1	ArtoA_031075-R1	ArtoB_030071-R1
Morus_011417-R1	Bato_011417-R1	ArtoA_031712-R1	ArtoB_030576-R1
Morus_011419-R1	Bato_011419-R1	ArtoA_031389-R1	ArtoB_030628-R1
Morus_011421-R6	Bato_011421-R6	ArtoA_031748-R2	ArtoB_030582-R3
Morus_011427-R1	Bato_011427-R1	ArtoA_unassigned_transcript_6368	ArtoB_unassigned_transcript_6332
Morus_011428-R1	Bato_011428-R1	ArtoA_031555-R1	ArtoB_030225-R1
Morus_011429-R1	Bato_011429-R1	ArtoA_031630-R1	ArtoB_030728-R1
Morus_011431-R1	Bato_011431-R1	ArtoA_031546-R1	ArtoB_030629-R1
Morus_011433-R1	Bato_011516-R1	ArtoA_031534-R1	ArtoB_030055-R2
Morus_011436-R1	Bato_011436-R1	ArtoA_031711-R1	ArtoB_030928-R1
Morus_011437-R1	Bato_011437-R1	ArtoA_007207-R1	ArtoB_029678-R1
Morus_011438-R1	Bato_011438-R1	ArtoA_031922-R4	ArtoB_029936-R1
Morus_011440-R1	Bato_011440-R1	ArtoA_031336-R1	ArtoB_030562-R1
Morus_011443-R1	Bato_011443-R1	ArtoA_031920-R1	ArtoB_unassigned_transcript_6234
Morus_011444-R1	Bato_011444-R1	ArtoA_031430-R1	ArtoB_030171-R1
Morus_011447-R1	Bato_011447-R1	ArtoA_031449-R1	ArtoB_030020-R1
Morus_011449-R2	Bato_011449-R2	ArtoA_unassigned_transcript_6495	ArtoB_030963-R1
Morus_011452-R1	Bato_011452-R1	ArtoA_032049-R1	ArtoB_029995-R1
Morus_011453-R1	Bato_011453-R1	ArtoA_032244-R1	ArtoB_030691-R2
Morus_011454-R1	Bato_011454-R1	ArtoA_031805-R1	ArtoB_030483-R1
Morus_011456-R1	Bato_011456-R1	ArtoA_031540-R1	ArtoB_030845-R1
Morus_011458-R1	Bato_011458-R1	ArtoA_unassigned_transcript_6605	ArtoB_030838-R1
Morus_011461-R1	Bato_011461-R1	ArtoA_031423-R1	ArtoB_030513-R1
Morus_011462-R2	Bato_011462-R2	ArtoA_031924-R1	ArtoB_030164-R1
Morus_011464-R1	Bato_011464-R1	ArtoA_032073-R1	ArtoB_030090-R1
Morus_011465-R1	Bato_011465-R1	ArtoA_031191-R1	ArtoB_030091-R1
Morus_011468-R1	Bato_011468-R1	ArtoA_031624-R1	ArtoB_030733-R1
Morus_011470-R1	Bato_011470-R1	ArtoA_031995-R2	ArtoB_030191-R1
Morus_011475-R1	Bato_011475-R1	ArtoA_031109-R1	ArtoB_030815-R1
Morus_011477-R1	Bato_011477-R1	ArtoA_031869-R1	ArtoB_029944-R1
Morus_011478-R1	Bato_011478-R1	ArtoA_031409-R3	ArtoB_unassigned_transcript_6187
Morus_011480-R1	Bato_011480-R1	ArtoA_031505-R1	ArtoB_unassigned_transcript_6173
Morus_011481-R1	Bato_011481-R1	ArtoA_031528-R1	ArtoB_030753-R1
Morus_011486-R1	Bato_011486-R1	ArtoA_031977-R1	ArtoB_030914-R1
Morus_011487-R1	Bato_011487-R1	ArtoA_031978-R1	ArtoB_030912-R1
Morus_011488-R1	Bato_011488-R1	ArtoA_031454-R1	ArtoB_030810-R1
Morus_011490-R1	Bato_011490-R1	ArtoA_031446-R1	ArtoB_030299-R1
Morus_011491-R1	Bato_011491-R1	ArtoA_031358-R1	ArtoB_031032-R1
Morus_011493-R1	Bato_011493-R1	ArtoA_012143-R1	ArtoB_004289-R1
Morus_011503-R1	Bato_011503-R1	ArtoA_031292-R2	ArtoB_030642-R1
Morus_011506-R1	Bato_011506-R1	ArtoA_032260-R1	ArtoB_029971-R1
Morus_011510-R1	Bato_011510-R1	ArtoA_032038-R1	ArtoB_030547-R1
Morus_011512-R1	Bato_011512-R1	ArtoA_031917-R1	ArtoB_030524-R1
Morus_011513-R3	Bato_011513-R3	ArtoA_031538-R2	ArtoB_030520-R1
Morus_011515-R1	Bato_011515-R1	ArtoA_031927-R1	ArtoB_030551-R1
Morus_011519-R1	Bato_011519-R1	ArtoA_031471-R1	ArtoB_030723-R1
Morus_011522-R1	Bato_011522-R1	ArtoA_031333-R1	ArtoB_030664-R1
Morus_011525-R1	Bato_011525-R1	ArtoA_031754-R1	ArtoB_unassigned_transcript_6307
Morus_011526-R1	Bato_011526-R1	ArtoA_031699-R1	ArtoB_030764-R1
Morus_011527-R1	Bato_011527-R1	ArtoA_031594-R1	ArtoB_029946-R1
Morus_011528-R1	Bato_011528-R1	ArtoA_031860-R1	ArtoB_030682-R1
Morus_011529-R1	Bato_011529-R1	ArtoA_031622-R1	ArtoB_030209-R1
Morus_011532-R1	Bato_011532-R1	ArtoA_031123-R1	ArtoB_030730-R1
Morus_011537-R1	Bato_011537-R1	ArtoA_031108-R1	ArtoB_030626-R1
Morus_011538-R1	Bato_011538-R1	ArtoA_031440-R1	ArtoB_030936-R1
Morus_011539-R1	Bato_011539-R1	ArtoA_008316-R1	ArtoB_001063-R1
Morus_011541-R1	Bato_011541-R1	ArtoA_031855-R1	ArtoB_029955-R1
Morus_011542-R1	Bato_011542-R1	ArtoA_unassigned_transcript_6460	ArtoB_029956-R1
Morus_011547-R1	Bato_011547-R1	ArtoA_012040-R3	ArtoB_029087-R1
Morus_011548-R1	Bato_011548-R1	ArtoA_031489-R1	ArtoB_030619-R2
Morus_011549-R1	Bato_011549-R1	ArtoA_031188-R1	ArtoB_unassigned_transcript_6306
Morus_011550-R1	Bato_011550-R1	ArtoA_031961-R1	ArtoB_030777-R1
Morus_011551-R2	Bato_011551-R2	ArtoA_032060-R1	ArtoB_030113-R1
Morus_011552-R1	Bato_011552-R1	ArtoA_031285-R1	ArtoB_029983-R1
Morus_011553-R1	Bato_011553-R1	ArtoA_031355-R1	ArtoB_030839-R1
Morus_011554-R1	Bato_011554-R1	ArtoA_unassigned_transcript_969	ArtoB_029565-R1
Morus_011558-R1	Bato_011558-R1	ArtoA_031520-R1	ArtoB_030756-R1
Morus_011559-R1	Bato_011559-R1	ArtoA_031089-R1	ArtoB_030208-R1
Morus_011560-R1	Bato_011560-R1	ArtoA_031845-R1	ArtoB_030572-R1
Morus_011562-R1	Bato_011562-R1	ArtoA_032219-R1	ArtoB_030644-R1
Morus_011563-R1	Bato_011563-R1	ArtoA_011706-R1	ArtoB_002214-R1
Morus_011566-R1	Bato_011566-R1	ArtoA_031224-R1	ArtoB_030475-R1
Morus_011568-R1	Bato_011568-R1	ArtoA_031275-R1	ArtoB_030422-R1
Morus_011569-R1	Bato_011569-R1	ArtoA_031535-R1	ArtoB_029957-R1
Morus_011571-R1	Bato_011571-R1	ArtoA_031239-R1	ArtoB_030511-R2
Morus_011572-R1	Bato_011572-R1	ArtoA_031422-R1	ArtoB_030509-R1
Morus_011573-R1	Bato_011573-R1	ArtoA_031846-R2	ArtoB_030072-R1
Morus_011574-R1	Bato_011574-R1	ArtoA_031475-R1	ArtoB_030778-R1
Morus_011575-R1	Bato_011575-R1	ArtoA_031595-R1	ArtoB_030722-R1
Morus_011576-R1	Bato_011576-R1	ArtoA_031444-R1	ArtoB_030495-R1
Morus_011577-R1	Bato_011577-R1	ArtoA_031443-R1	ArtoB_030774-R1
Morus_011578-R5	Bato_011578-R5	ArtoA_031372-R3	ArtoB_030905-R1
Morus_011579-R1	Bato_011579-R1	ArtoA_009700-R2	ArtoB_004413-R1
Morus_011580-R1	Bato_011580-R1	ArtoA_031631-R1	ArtoB_030738-R1
Morus_011584-R1	Bato_011584-R1	ArtoA_031200-R1	ArtoB_030465-R1
Morus_011585-R1	Bato_011585-R1	ArtoA_031182-R1	ArtoB_030476-R1
Morus_011586-R1	Bato_011586-R1	ArtoA_031113-R1	ArtoB_030550-R1
Morus_011588-R1	Bato_011588-R1	ArtoA_031393-R1	ArtoB_030859-R1
Morus_011589-R1	Bato_011589-R1	ArtoA_031290-R1	ArtoB_030565-R1
Morus_011592-R1	Bato_011592-R1	ArtoA_031307-R1	ArtoB_030655-R1
Morus_011595-R1	Bato_011595-R1	ArtoA_031962-R1	ArtoB_029988-R1
Morus_011596-R1	Bato_011596-R1	ArtoA_031690-R1	ArtoB_030714-R2
Morus_011598-R1	Bato_011598-R1	ArtoA_031727-R1	ArtoB_unassigned_transcript_6125
Morus_011602-R2	Bato_011602-R2	ArtoA_031590-R1	ArtoB_030184-R3
Morus_011603-R1	Bato_011603-R1	ArtoA_031378-R1	ArtoB_030676-R1
Morus_011605-R1	Bato_011605-R1	ArtoA_031685-R1	ArtoB_030889-R2
Morus_011609-R1	Bato_011609-R1	ArtoA_031895-R1	ArtoB_unassigned_transcript_6097
Morus_011611-R1	Bato_011611-R1	ArtoA_032056-R1	ArtoB_unassigned_transcript_6333
Morus_011615-R1	Bato_011615-R1	ArtoA_unassigned_transcript_6526	ArtoB_030026-R1
Morus_011618-R1	Bato_011618-R1	ArtoA_032117-R1	ArtoB_030592-R1
Morus_011620-R1	Bato_011620-R1	ArtoA_031987-R1	ArtoB_030948-R2
Morus_011621-R1	Bato_011621-R1	ArtoA_031400-R1	ArtoB_030893-R1
Morus_011631-R1	Bato_011631-R1	ArtoA_unassigned_transcript_6358	ArtoB_030410-R1
Morus_011633-R1	Bato_011633-R1	ArtoA_031667-R1	ArtoB_030404-R1
Morus_011641-R1	Bato_011641-R1	ArtoA_031260-R1	ArtoB_unassigned_transcript_6326
Morus_011642-R1	Bato_011642-R1	ArtoA_031445-R1	ArtoB_030627-R1
Morus_011647-R1	Bato_011647-R1	ArtoA_unassigned_transcript_6376	ArtoB_030391-R1
Morus_011652-R1	Bato_011652-R1	ArtoA_031705-R1	ArtoB_030805-R1
Morus_011653-R1	Bato_011653-R1	ArtoA_unassigned_transcript_6386	ArtoB_unassigned_transcript_6314
Morus_011655-R1	Bato_011655-R1	ArtoA_unassigned_transcript_6391	ArtoB_030381-R1
Morus_011662-R1	Bato_011662-R1	ArtoA_031249-R1	ArtoB_030979-R1
Morus_011668-R1	Bato_011668-R1	ArtoA_011769-R1	ArtoB_032388-R1
Morus_011673-R1	Bato_011673-R1	ArtoA_031766-R1	ArtoB_030375-R1
Morus_011676-R1	Bato_011676-R1	ArtoA_031774-R1	ArtoB_unassigned_transcript_6294
Morus_011685-R1	Bato_011685-R1	ArtoA_031915-R1	ArtoB_030365-R1
Morus_011686-R1	Bato_011686-R1	ArtoA_031610-R1	ArtoB_unassigned_transcript_6198
Morus_011689-R1	Bato_011689-R1	ArtoA_031170-R1	ArtoB_unassigned_transcript_6277
Morus_011693-R1	Bato_011693-R1	ArtoA_031524-R1	ArtoB_030145-R1
Morus_011694-R1	Bato_011694-R1	ArtoA_031607-R1	ArtoB_030904-R1
Morus_011695-R1	Bato_011695-R1	ArtoA_031271-R1	ArtoB_030426-R1
Morus_011697-R2	Bato_011697-R2	ArtoA_031706-R1	ArtoB_029949-R1
Morus_011698-R1	Bato_011698-R1	ArtoA_031272-R1	ArtoB_030425-R1
Morus_011699-R1	Bato_011699-R1	ArtoA_013371-R1	ArtoB_018620-R1
Morus_011700-R1	Bato_011700-R1	ArtoA_unassigned_transcript_6439	ArtoB_unassigned_transcript_6252
Morus_011701-R1	Bato_011701-R1	ArtoA_031476-R1	ArtoB_030450-R1
Morus_011702-R1	Bato_011702-R1	ArtoA_031280-R1	ArtoB_029953-R1
Morus_011703-R1	Bato_011703-R1	ArtoA_031174-R1	ArtoB_030579-R2
Morus_011707-R1	Bato_011707-R1	ArtoA_031928-R1	ArtoB_unassigned_transcript_6282
Morus_011709-R1	Bato_011709-R1	ArtoA_unassigned_transcript_1002	ArtoB_000051-R1
Morus_011713-R1	Bato_011713-R1	ArtoA_031527-R1	ArtoB_030882-R1
Morus_011715-R1	Bato_011715-R1	ArtoA_032058-R1	ArtoB_030577-R1
Morus_011716-R1	Bato_011716-R1	ArtoA_012123-R1	ArtoB_003826-R1
Morus_011717-R1	Bato_011717-R1	ArtoA_031279-R1	ArtoB_030767-R1
Morus_011718-R1	Bato_011718-R1	ArtoA_031563-R1	ArtoB_030766-R1
Morus_011719-R1	Bato_011719-R1	ArtoA_031863-R1	ArtoB_unassigned_transcript_6318
Morus_011722-R2	Bato_011722-R2	ArtoA_031719-R1	ArtoB_unassigned_transcript_6142
Morus_011723-R1	Bato_011723-R1	ArtoA_unassigned_transcript_981	ArtoB_032016-R1
Morus_011724-R1	Bato_011724-R1	ArtoA_031720-R1	ArtoB_030647-R1
Morus_011725-R1	Bato_011725-R1	ArtoA_031107-R1	ArtoB_030742-R1
Morus_011727-R1	Bato_011727-R1	ArtoA_031600-R1	ArtoB_030584-R1
Morus_011728-R1	Bato_011728-R1	ArtoA_unassigned_transcript_6538	ArtoB_030729-R2
Morus_011729-R1	Bato_011729-R1	ArtoA_031146-R1	ArtoB_030021-R1
Morus_011730-R1	Bato_011730-R1	ArtoA_011725-R1	ArtoB_001096-R1
Morus_011733-R1	Bato_011733-R1	ArtoA_031350-R1	ArtoB_030726-R1
Morus_011734-R1	Bato_011734-R1	ArtoA_unassigned_transcript_6372	ArtoB_030915-R2
Morus_011735-R1	Bato_011735-R1	ArtoA_032020-R1	ArtoB_030916-R1
Morus_011739-R1	Bato_011739-R1	ArtoA_032063-R1	ArtoB_030458-R1
Morus_011740-R1	Bato_011740-R1	ArtoA_unassigned_transcript_6494	ArtoB_030228-R1
Morus_011741-R1	Bato_011741-R1	ArtoA_031357-R1	ArtoB_029992-R1
Morus_011742-R1	Bato_011742-R1	ArtoA_031916-R1	ArtoB_030633-R1
Morus_011744-R1	Bato_011744-R1	ArtoA_031215-R1	ArtoB_030019-R1
Morus_011748-R1	Bato_011748-R1	ArtoA_031287-R1	ArtoB_030947-R2
Morus_011749-R1	Bato_011749-R1	ArtoA_031821-R1	ArtoB_030466-R1
Morus_011754-R1	Bato_011754-R1	ArtoA_031353-R1	ArtoB_030482-R1
Morus_011756-R1	Bato_011756-R1	ArtoA_031132-R1	ArtoB_030494-R1
Morus_011759-R1	Bato_011759-R1	ArtoA_031453-R1	ArtoB_030795-R1
Morus_011760-R1	Bato_011760-R1	ArtoA_031491-R1	ArtoB_030613-R1
Morus_011761-R1	Bato_011761-R1	ArtoA_012012-R1	ArtoB_004065-R1
Morus_011765-R1	Bato_011765-R1	ArtoA_unassigned_transcript_6517	ArtoB_031014-R1
Morus_011766-R1	Bato_011766-R1	ArtoA_031232-R1	ArtoB_030678-R1
Morus_011769-R1	Bato_011769-R1	ArtoA_011664-R1	ArtoB_030923-R2
Morus_011770-R1	Bato_011770-R1	ArtoA_031544-R1	ArtoB_031020-R1
Morus_011771-R2	Bato_011771-R2	ArtoA_032245-R1	ArtoB_030444-R1
Morus_011772-R1	Bato_011772-R1	ArtoA_032213-R1	ArtoB_030415-R1
Morus_011773-R1	Bato_011773-R1	ArtoA_031480-R1	ArtoB_030771-R1
Morus_011774-R1	Bato_011774-R1	ArtoA_unassigned_transcript_6451	ArtoB_030555-R2
Morus_011775-R1	Bato_011775-R1	ArtoA_031947-R1	ArtoB_030763-R1
Morus_011782-R1	Bato_011782-R1	ArtoA_031361-R1	ArtoB_029986-R1
Morus_011789-R1	Bato_011789-R1	ArtoA_032205-R1	ArtoB_030583-R1
Morus_011791-R1	Bato_011791-R1	ArtoA_031949-R1	ArtoB_030437-R1
Morus_011792-R1	Bato_011792-R1	ArtoA_031316-R1	ArtoB_030571-R1
Morus_011794-R1	Bato_011794-R1	ArtoA_031871-R1	ArtoB_030221-R1
Morus_011795-R1	Bato_011795-R1	ArtoA_031138-R3	ArtoB_030925-R1
Morus_011796-R1	Bato_011796-R1	ArtoA_032208-R1	ArtoB_030690-R1
Morus_011798-R1	Bato_011798-R1	ArtoA_unassigned_transcript_6454	ArtoB_030631-R1
Morus_011800-R1	Bato_011800-R1	ArtoA_031564-R4	ArtoB_030044-R1
Morus_011803-R1	Bato_011803-R1	ArtoA_031506-R1	ArtoB_unassigned_transcript_6325
Morus_011805-R1	Bato_011805-R1	ArtoA_031627-R1	ArtoB_030009-R1
Morus_011806-R1	Bato_011806-R1	ArtoA_032014-R3	ArtoB_030618-R1
Morus_011809-R1	Bato_011809-R1	ArtoA_031467-R1	ArtoB_030878-R1
Morus_011812-R1	Bato_011812-R1	ArtoA_031756-R1	ArtoB_030079-R2
Morus_011814-R1	Bato_011814-R1	ArtoA_031654-R1	ArtoB_030683-R1
Morus_011818-R1	Bato_011818-R1	ArtoA_031169-R1	ArtoB_030519-R1
Morus_011819-R1	Bato_011819-R1	ArtoA_unassigned_transcript_934	ArtoB_031478-R1
Morus_011820-R1	Bato_011820-R1	ArtoA_031539-R1	ArtoB_030649-R1
Morus_011821-R1	Bato_011821-R1	ArtoA_031420-R1	ArtoB_030461-R1
Morus_011822-R1	Bato_011822-R1	ArtoA_031421-R1	ArtoB_030462-R1
Morus_011824-R1	Bato_011824-R1	ArtoA_031288-R1	ArtoB_030972-R1
Morus_011825-R1	Bato_011825-R1	ArtoA_032099-R1	ArtoB_030308-R1
Morus_011826-R1	Bato_011826-R1	ArtoA_031910-R1	ArtoB_031061-R1
Morus_011827-R1	Bato_011827-R1	ArtoA_031948-R1	ArtoB_030172-R3
Morus_011832-R1	Bato_011832-R1	ArtoA_031426-R1	ArtoB_unassigned_transcript_6175
Morus_011835-R1	Bato_011835-R1	ArtoA_031701-R1	ArtoB_030654-R1
Morus_011837-R1	Bato_011837-R1	ArtoA_031850-R1	ArtoB_030761-R1
Morus_011839-R1	Bato_011839-R1	ArtoA_031851-R1	ArtoB_030758-R2
Morus_011840-R1	Bato_011840-R1	ArtoA_031707-R1	ArtoB_030200-R1
Morus_011841-R1	Bato_011841-R1	ArtoA_031315-R1	ArtoB_030658-R2
Morus_011842-R1	Bato_011842-R1	ArtoA_031874-R1	ArtoB_030205-R2
Morus_011847-R1	Bato_011847-R1	ArtoA_031473-R1	ArtoB_030423-R1
Morus_011849-R1	Bato_011849-R1	ArtoA_011658-R1	ArtoB_003759-R1
Morus_011853-R1	Bato_011853-R1	ArtoA_031201-R1	ArtoB_030673-R1
Morus_011858-R1	Bato_011858-R1	ArtoA_031543-R1	ArtoB_030616-R1
Morus_011859-R1	Bato_011859-R1	ArtoA_031761-R1	ArtoB_030119-R1
Morus_011860-R1	Bato_011860-R1	ArtoA_010935-R1	ArtoB_002916-R1
Morus_011863-R1	Bato_011863-R1	ArtoA_031347-R1	ArtoB_030188-R1
Morus_011868-R1	Bato_011868-R1	ArtoA_031879-R1	ArtoB_030854-R1
Morus_011869-R1	Bato_011869-R1	ArtoA_032222-R1	ArtoB_030956-R1
Morus_011870-R1	Bato_011870-R1	ArtoA_031557-R1	ArtoB_030537-R1
Morus_011875-R1	Bato_011875-R1	ArtoA_031725-R1	ArtoB_030890-R1
Morus_011877-R1	Bato_011877-R1	ArtoA_unassigned_transcript_6406	ArtoB_031027-R1
Morus_011878-R1	Bato_011878-R1	ArtoA_unassigned_transcript_6374	ArtoB_030589-R1
Morus_011879-R1	Bato_011879-R1	ArtoA_031668-R1	ArtoB_030077-R1
Morus_011883-R1	Bato_011883-R1	ArtoA_031611-R1	ArtoB_unassigned_transcript_6248
Morus_011884-R1	Bato_011884-R1	ArtoA_031511-R2	ArtoB_030895-R4
Morus_011885-R1	Bato_011885-R1	ArtoA_032119-R1	ArtoB_030040-R1
Morus_011896-R1	Bato_011896-R1	ArtoA_031806-R1	ArtoB_030610-R2
Morus_011900-R1	Bato_011900-R1	ArtoA_031173-R1	ArtoB_029972-R1
Morus_011901-R1	Bato_011901-R1	ArtoA_012239-R1	ArtoB_028993-R1
Morus_011903-R1	Bato_011903-R1	ArtoA_024421-R1	ArtoB_021751-R1
Morus_011904-R1	Bato_011904-R1	ArtoA_031331-R1	ArtoB_030469-R1
Morus_011905-R1	Bato_011905-R1	ArtoA_031172-R1	ArtoB_unassigned_transcript_6103
Morus_011907-R1	Bato_011907-R1	ArtoA_031693-R1	ArtoB_030212-R1
Morus_011908-R1	Bato_011908-R1	ArtoA_031431-R1	ArtoB_030725-R1
Morus_011909-R1	Bato_011909-R1	ArtoA_031221-R1	ArtoB_030851-R1
Morus_011910-R1	Bato_011910-R1	ArtoA_011884-R1	ArtoB_004238-R1
Morus_011911-R1	Bato_011911-R1	ArtoA_031730-R1	ArtoB_031046-R1
Morus_011912-R1	Bato_011912-R1	ArtoA_031840-R1	ArtoB_030468-R1
Morus_011913-R1	Bato_011913-R1	ArtoA_031585-R1	ArtoB_030493-R1
Morus_011921-R1	Bato_011651-R1	ArtoA_unassigned_transcript_6383	ArtoB_030665-R1
Morus_011922-R1	Bato_011922-R1	ArtoA_031817-R1	ArtoB_030666-R1
Morus_011923-R1	Bato_011923-R1	ArtoA_031721-R5	ArtoB_030779-R2
Morus_011924-R1	Bato_011924-R1	ArtoA_031561-R1	ArtoB_030218-R1
Morus_011925-R1	Bato_011925-R1	ArtoA_031880-R1	ArtoB_030811-R1
Morus_011929-R1	Bato_011929-R1	ArtoA_031831-R1	ArtoB_030069-R1
Morus_011930-R1	Bato_011930-R1	ArtoA_031124-R1	ArtoB_031015-R1
Morus_011931-R1	Bato_011931-R1	ArtoA_032045-R1	ArtoB_030735-R1
Morus_011933-R1	Bato_011933-R1	ArtoA_031825-R1	ArtoB_030235-R1
Morus_011936-R1	Bato_011936-R1	ArtoA_031328-R1	ArtoB_030639-R1
Morus_011938-R1	Bato_011938-R1	ArtoA_031683-R1	ArtoB_030971-R1
Morus_011939-R1	Bato_011939-R1	ArtoA_031240-R1	ArtoB_031052-R1
